,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
16335,2019-04-03,21801168,Final,1610612737,1610612755,2018,1610612737,130.0,0.522,0.7859999999999999,0.33299999999999996,29.0,44.0,1610612755,122.0,0.45899999999999996,0.579,0.32299999999999995,27.0,57.0,1
16336,2019-04-03,21801169,Final,1610612751,1610612761,2018,1610612751,105.0,0.47700000000000004,0.619,0.313,23.0,53.0,1610612761,115.0,0.419,0.857,0.395,29.0,52.0,0
16337,2019-04-03,21801170,Final,1610612748,1610612738,2018,1610612748,102.0,0.41100000000000003,0.6,0.33299999999999996,25.0,47.0,1610612738,112.0,0.475,0.871,0.375,25.0,42.0,0
16338,2019-04-03,21801171,Final,1610612740,1610612766,2018,1610612740,109.0,0.47100000000000003,0.8240000000000001,0.366,25.0,48.0,1610612766,115.0,0.42200000000000004,0.8440000000000001,0.353,19.0,48.0,0
16339,2019-04-03,21801172,Final,1610612742,1610612750,2018,1610612742,108.0,0.457,0.789,0.179,26.0,49.0,1610612750,110.0,0.488,0.8,0.37,26.0,38.0,0
16340,2019-04-03,21801173,Final,1610612743,1610612759,2018,1610612743,113.0,0.54,0.583,0.364,41.0,47.0,1610612759,85.0,0.38299999999999995,0.72,0.185,15.0,38.0,1
16341,2019-04-03,21801174,Final,1610612756,1610612762,2018,1610612756,97.0,0.462,0.615,0.23800000000000002,21.0,31.0,1610612762,118.0,0.5710000000000001,0.778,0.5,30.0,45.0,0
16342,2019-04-03,21801175,Final,1610612757,1610612763,2018,1610612757,116.0,0.511,0.625,0.32299999999999995,28.0,54.0,1610612763,89.0,0.38799999999999996,0.8420000000000001,0.33299999999999996,20.0,32.0,1
16343,2019-04-03,21801176,Final,1610612746,1610612745,2018,1610612746,103.0,0.46299999999999997,0.613,0.308,27.0,38.0,1610612745,135.0,0.534,0.7929999999999999,0.474,22.0,48.0,0
16344,2019-04-02,21801161,Final,1610612760,1610612747,2018,1610612760,119.0,0.461,0.6,0.295,33.0,50.0,1610612747,103.0,0.47600000000000003,0.7,0.41,26.0,39.0,1
16345,2019-04-02,21801162,Final,1610612759,1610612737,2018,1610612759,117.0,0.525,0.8640000000000001,0.467,23.0,45.0,1610612737,111.0,0.457,0.65,0.353,26.0,43.0,1
16346,2019-04-02,21801163,Final,1610612758,1610612745,2018,1610612758,105.0,0.442,0.7,0.304,19.0,51.0,1610612745,130.0,0.489,0.706,0.426,30.0,43.0,0
16347,2019-04-02,21801164,Final,1610612744,1610612743,2018,1610612744,116.0,0.5429999999999999,0.375,0.382,36.0,55.0,1610612743,102.0,0.375,0.7929999999999999,0.233,23.0,40.0,1
16348,2019-04-01,21801152,Final,1610612754,1610612765,2018,1610612754,111.0,0.545,0.773,0.455,27.0,42.0,1610612765,102.0,0.4320000000000001,0.737,0.364,21.0,41.0,1
16349,2019-04-01,21801153,Final,1610612738,1610612748,2018,1610612738,110.0,0.396,0.875,0.425,25.0,49.0,1610612748,105.0,0.455,0.833,0.27,27.0,48.0,1
16350,2019-04-01,21801154,Final,1610612751,1610612749,2018,1610612751,121.0,0.415,0.794,0.364,19.0,55.0,1610612749,131.0,0.5,0.867,0.324,28.0,40.0,0
16351,2019-04-01,21801155,Final,1610612752,1610612741,2018,1610612752,113.0,0.5,0.84,0.474,24.0,44.0,1610612741,105.0,0.447,0.7390000000000001,0.235,20.0,44.0,1
16352,2019-04-01,21801156,Final,1610612761,1610612753,2018,1610612761,121.0,0.5,0.818,0.514,31.0,39.0,1610612753,109.0,0.462,0.733,0.364,32.0,46.0,1
16353,2019-04-01,21801157,Final,1610612750,1610612757,2018,1610612750,122.0,0.49,0.895,0.379,29.0,37.0,1610612757,132.0,0.5489999999999999,0.708,0.5,31.0,50.0,0
16354,2019-04-01,21801158,Final,1610612742,1610612755,2018,1610612742,122.0,0.474,0.667,0.375,29.0,54.0,1610612755,102.0,0.387,0.75,0.182,20.0,55.0,1
16355,2019-04-01,21801159,Final,1610612762,1610612766,2018,1610612762,111.0,0.48100000000000004,0.769,0.429,30.0,47.0,1610612766,102.0,0.4,0.7929999999999999,0.233,15.0,44.0,1
16356,2019-04-01,21801160,Final,1610612756,1610612739,2018,1610612756,122.0,0.5479999999999999,0.85,0.35100000000000003,28.0,40.0,1610612739,113.0,0.455,0.682,0.364,17.0,48.0,1
16357,2019-03-31,21801145,Final,1610612737,1610612749,2018,1610612737,136.0,0.441,0.588,0.361,36.0,58.0,1610612749,135.0,0.414,0.9570000000000001,0.309,30.0,71.0,1
16358,2019-03-31,21801146,Final,1610612760,1610612742,2018,1610612760,103.0,0.38799999999999996,0.727,0.256,19.0,49.0,1610612742,106.0,0.425,0.696,0.364,18.0,52.0,0
16359,2019-03-31,21801147,Final,1610612740,1610612747,2018,1610612740,102.0,0.45799999999999996,0.857,0.258,19.0,45.0,1610612747,130.0,0.475,0.8640000000000001,0.395,30.0,46.0,0
16360,2019-03-31,21801149,Final,1610612759,1610612758,2018,1610612759,106.0,0.46799999999999997,0.7140000000000001,0.29600000000000004,24.0,42.0,1610612758,113.0,0.48100000000000004,0.857,0.44,20.0,42.0,0
16361,2019-03-31,21801148,Final,1610612743,1610612764,2018,1610612743,90.0,0.376,0.65,0.19399999999999998,18.0,57.0,1610612764,95.0,0.402,0.75,0.25,24.0,54.0,0
16362,2019-03-31,21801150,Final,1610612744,1610612766,2018,1610612744,137.0,0.602,0.833,0.636,41.0,50.0,1610612766,90.0,0.353,0.88,0.25,24.0,28.0,1
16363,2019-03-31,21801151,Final,1610612746,1610612763,2018,1610612746,113.0,0.48,0.895,0.259,23.0,47.0,1610612763,96.0,0.376,0.828,0.242,22.0,34.0,1
16364,2019-03-30,21801136,Final,1610612746,1610612739,2018,1610612746,132.0,0.624,0.688,0.455,33.0,44.0,1610612739,108.0,0.446,0.821,0.13,18.0,36.0,1
16365,2019-03-30,21801137,Final,1610612751,1610612738,2018,1610612751,110.0,0.45799999999999996,0.7859999999999999,0.316,22.0,40.0,1610612738,96.0,0.42200000000000004,0.7829999999999999,0.4,19.0,39.0,1
16366,2019-03-30,21801138,Final,1610612745,1610612758,2018,1610612745,119.0,0.47,0.889,0.327,19.0,38.0,1610612758,108.0,0.447,0.6,0.517,28.0,49.0,1
16367,2019-03-30,21801139,Final,1610612765,1610612757,2018,1610612765,99.0,0.43,0.769,0.2,20.0,45.0,1610612757,90.0,0.373,0.909,0.19,18.0,59.0,1
16368,2019-03-30,21801140,Final,1610612754,1610612753,2018,1610612754,116.0,0.5329999999999999,0.647,0.375,26.0,44.0,1610612753,121.0,0.511,0.857,0.395,37.0,37.0,0
16369,2019-03-30,21801141,Final,1610612752,1610612748,2018,1610612752,92.0,0.40299999999999997,0.84,0.237,20.0,42.0,1610612748,100.0,0.433,0.765,0.281,26.0,51.0,0
16370,2019-03-30,21801142,Final,1610612741,1610612761,2018,1610612741,101.0,0.423,0.625,0.3,21.0,53.0,1610612761,124.0,0.517,0.778,0.474,35.0,47.0,0
16371,2019-03-30,21801143,Final,1610612750,1610612755,2018,1610612750,109.0,0.45299999999999996,0.8,0.423,23.0,36.0,1610612755,118.0,0.46799999999999997,0.7140000000000001,0.484,32.0,55.0,0
16372,2019-03-30,21801144,Final,1610612756,1610612763,2018,1610612756,115.0,0.531,0.7390000000000001,0.429,27.0,40.0,1610612763,120.0,0.461,0.75,0.32,24.0,44.0,0
16373,2019-03-29,21801130,Final,1610612738,1610612754,2018,1610612738,114.0,0.512,0.765,0.48100000000000004,27.0,43.0,1610612754,112.0,0.467,0.696,0.444,27.0,41.0,1
16374,2019-03-29,21801131,Final,1610612737,1610612757,2018,1610612737,98.0,0.40399999999999997,0.929,0.237,20.0,41.0,1610612757,118.0,0.469,0.8640000000000001,0.281,19.0,55.0,0
16375,2019-03-29,21801132,Final,1610612750,1610612744,2018,1610612750,131.0,0.4370000000000001,0.794,0.368,25.0,59.0,1610612744,130.0,0.469,0.7140000000000001,0.45,27.0,45.0,1
16376,2019-03-29,21801133,Final,1610612760,1610612743,2018,1610612760,105.0,0.489,0.688,0.29600000000000004,19.0,35.0,1610612743,115.0,0.565,0.833,0.424,30.0,39.0,0
16377,2019-03-29,21801134,Final,1610612762,1610612764,2018,1610612762,128.0,0.552,1.0,0.43799999999999994,26.0,44.0,1610612764,124.0,0.49,0.591,0.405,32.0,42.0,1
16378,2019-03-29,21801135,Final,1610612747,1610612766,2018,1610612747,129.0,0.56,0.75,0.474,34.0,44.0,1610612766,115.0,0.47700000000000004,0.941,0.385,26.0,37.0,1
16379,2019-03-28,21801122,Final,1610612765,1610612753,2018,1610612765,115.0,0.535,0.5,0.486,25.0,43.0,1610612753,98.0,0.39399999999999996,0.8,0.258,21.0,43.0,1
16380,2019-03-28,21801123,Final,1610612755,1610612751,2018,1610612755,123.0,0.5,0.75,0.48,27.0,45.0,1610612751,110.0,0.444,0.655,0.344,25.0,45.0,1
16381,2019-03-28,21801124,Final,1610612748,1610612742,2018,1610612748,105.0,0.43799999999999994,0.741,0.233,24.0,55.0,1610612742,99.0,0.391,0.647,0.34,26.0,50.0,1
16382,2019-03-28,21801125,Final,1610612752,1610612761,2018,1610612752,92.0,0.365,0.75,0.231,16.0,54.0,1610612761,117.0,0.449,0.773,0.426,32.0,44.0,0
16383,2019-03-28,21801126,Final,1610612745,1610612743,2018,1610612745,112.0,0.46,0.85,0.375,22.0,46.0,1610612743,85.0,0.369,0.95,0.16699999999999998,22.0,38.0,1
16384,2019-03-28,21801127,Final,1610612749,1610612746,2018,1610612749,128.0,0.523,0.815,0.4320000000000001,25.0,47.0,1610612746,118.0,0.457,0.773,0.515,26.0,46.0,1
16385,2019-03-28,21801128,Final,1610612740,1610612758,2018,1610612740,121.0,0.505,1.0,0.321,27.0,45.0,1610612758,118.0,0.495,0.875,0.435,28.0,44.0,1
16386,2019-03-28,21801129,Final,1610612759,1610612739,2018,1610612759,116.0,0.529,0.706,0.424,27.0,33.0,1610612739,110.0,0.489,0.8,0.414,18.0,49.0,1
16387,2019-03-27,21801117,Final,1610612741,1610612757,2018,1610612741,98.0,0.429,0.789,0.217,22.0,44.0,1610612757,118.0,0.518,0.84,0.344,30.0,45.0,0
16388,2019-03-27,21801118,Final,1610612763,1610612744,2018,1610612763,103.0,0.39,0.7140000000000001,0.32299999999999995,22.0,51.0,1610612744,118.0,0.536,0.867,0.484,30.0,46.0,0
16389,2019-03-27,21801119,Final,1610612760,1610612754,2018,1610612760,107.0,0.446,0.632,0.361,29.0,44.0,1610612754,99.0,0.435,0.545,0.419,26.0,45.0,1
16390,2019-03-27,21801120,Final,1610612756,1610612764,2018,1610612756,121.0,0.494,0.8079999999999999,0.37799999999999995,22.0,48.0,1610612764,124.0,0.478,0.674,0.36,18.0,52.0,0
16391,2019-03-27,21801121,Final,1610612762,1610612747,2018,1610612762,115.0,0.494,0.639,0.313,33.0,54.0,1610612747,100.0,0.381,0.708,0.33299999999999996,21.0,40.0,1
16392,2019-03-26,21801107,Final,1610612766,1610612759,2018,1610612766,125.0,0.46,0.7140000000000001,0.31,30.0,45.0,1610612759,116.0,0.40700000000000003,0.7140000000000001,0.33299999999999996,24.0,60.0,1
16393,2019-03-26,21801108,Final,1610612739,1610612738,2018,1610612739,106.0,0.488,0.76,0.321,24.0,36.0,1610612738,116.0,0.505,0.737,0.4,23.0,46.0,0
16394,2019-03-26,21801109,Final,1610612748,1610612753,2018,1610612748,99.0,0.419,0.81,0.303,25.0,39.0,1610612753,104.0,0.41600000000000004,0.696,0.33299999999999996,27.0,55.0,0
16395,2019-03-26,21801110,Final,1610612761,1610612741,2018,1610612761,112.0,0.488,1.0,0.429,28.0,39.0,1610612741,103.0,0.45299999999999996,0.85,0.348,20.0,45.0,1
16396,2019-03-26,21801111,Final,1610612749,1610612745,2018,1610612749,108.0,0.447,0.769,0.41200000000000003,24.0,60.0,1610612745,94.0,0.364,0.857,0.308,17.0,46.0,1
16397,2019-03-26,21801112,Final,1610612750,1610612746,2018,1610612750,111.0,0.436,0.606,0.33299999999999996,22.0,43.0,1610612746,122.0,0.541,1.0,0.5,30.0,51.0,0
16398,2019-03-26,21801113,Final,1610612740,1610612737,2018,1610612740,120.0,0.47,0.75,0.353,28.0,45.0,1610612737,130.0,0.45399999999999996,0.885,0.373,30.0,41.0,0
16399,2019-03-26,21801114,Final,1610612742,1610612758,2018,1610612742,121.0,0.506,0.875,0.33299999999999996,27.0,38.0,1610612758,125.0,0.506,0.8440000000000001,0.435,27.0,37.0,0
16400,2019-03-26,21801115,Final,1610612743,1610612765,2018,1610612743,95.0,0.425,0.7,0.259,22.0,56.0,1610612765,92.0,0.353,0.6920000000000001,0.262,19.0,56.0,1
16401,2019-03-26,21801116,Final,1610612747,1610612764,2018,1610612747,124.0,0.539,0.7390000000000001,0.33299999999999996,37.0,52.0,1610612764,106.0,0.433,0.815,0.188,21.0,39.0,1
16402,2019-03-25,21801103,Final,1610612753,1610612755,2018,1610612753,119.0,0.517,0.7829999999999999,0.379,28.0,44.0,1610612755,98.0,0.493,0.769,0.261,20.0,39.0,1
16403,2019-03-25,21801104,Final,1610612763,1610612760,2018,1610612763,115.0,0.449,0.774,0.33299999999999996,31.0,57.0,1610612760,103.0,0.4,0.75,0.33299999999999996,17.0,41.0,1
16404,2019-03-25,21801105,Final,1610612762,1610612756,2018,1610612762,125.0,0.5579999999999999,0.826,0.47600000000000003,31.0,43.0,1610612756,92.0,0.408,0.821,0.304,12.0,36.0,1
16405,2019-03-25,21801106,Final,1610612757,1610612751,2018,1610612757,148.0,0.43799999999999994,0.778,0.311,35.0,55.0,1610612751,144.0,0.47600000000000003,0.705,0.35700000000000004,25.0,59.0,1
16406,2019-03-24,21801095,Final,1610612752,1610612746,2018,1610612752,113.0,0.47700000000000004,0.88,0.273,22.0,44.0,1610612746,124.0,0.442,0.892,0.429,24.0,42.0,0
16407,2019-03-24,21801096,Final,1610612749,1610612739,2018,1610612749,127.0,0.552,0.762,0.366,26.0,45.0,1610612739,105.0,0.4270000000000001,0.706,0.268,23.0,45.0,1
16408,2019-03-24,21801097,Final,1610612754,1610612743,2018,1610612754,124.0,0.56,0.8240000000000001,0.444,34.0,49.0,1610612743,88.0,0.355,0.938,0.24100000000000002,21.0,41.0,1
16409,2019-03-24,21801098,Final,1610612761,1610612766,2018,1610612761,114.0,0.584,1.0,0.423,29.0,35.0,1610612766,115.0,0.441,0.882,0.439,32.0,39.0,0
16410,2019-03-24,21801099,Final,1610612740,1610612745,2018,1610612740,90.0,0.413,0.7,0.25,26.0,44.0,1610612745,113.0,0.488,0.889,0.429,24.0,50.0,0
16411,2019-03-24,21801100,Final,1610612738,1610612759,2018,1610612738,96.0,0.40399999999999997,0.813,0.2,23.0,45.0,1610612759,115.0,0.51,0.875,0.33299999999999996,32.0,51.0,0
16412,2019-03-24,21801101,Final,1610612744,1610612765,2018,1610612744,121.0,0.622,0.8420000000000001,0.52,31.0,37.0,1610612765,114.0,0.46399999999999997,0.96,0.387,25.0,29.0,1
16413,2019-03-24,21801102,Final,1610612747,1610612758,2018,1610612747,111.0,0.45899999999999996,0.833,0.325,29.0,56.0,1610612758,106.0,0.375,0.609,0.424,27.0,50.0,1
16414,2019-03-23,21801087,Final,1610612766,1610612738,2018,1610612766,124.0,0.442,0.7859999999999999,0.474,26.0,53.0,1610612738,117.0,0.473,0.667,0.442,31.0,42.0,1
16415,2019-03-23,21801089,Final,1610612764,1610612748,2018,1610612764,108.0,0.4270000000000001,0.7390000000000001,0.3,25.0,53.0,1610612748,113.0,0.5,0.684,0.308,29.0,44.0,0
16416,2019-03-23,21801088,Final,1610612737,1610612755,2018,1610612737,129.0,0.462,0.762,0.319,28.0,49.0,1610612755,127.0,0.462,0.846,0.435,21.0,52.0,1
16417,2019-03-23,21801090,Final,1610612741,1610612762,2018,1610612741,83.0,0.359,0.75,0.125,16.0,45.0,1610612762,114.0,0.484,0.733,0.344,27.0,58.0,0
16418,2019-03-23,21801091,Final,1610612763,1610612750,2018,1610612763,99.0,0.375,0.773,0.303,22.0,47.0,1610612750,112.0,0.48200000000000004,0.9520000000000001,0.462,25.0,49.0,0
16419,2019-03-23,21801092,Final,1610612744,1610612742,2018,1610612744,91.0,0.4,0.7140000000000001,0.133,22.0,36.0,1610612742,126.0,0.53,0.773,0.429,33.0,49.0,0
16420,2019-03-23,21801093,Final,1610612757,1610612765,2018,1610612757,117.0,0.544,0.741,0.423,22.0,42.0,1610612765,112.0,0.5,1.0,0.41200000000000003,24.0,29.0,1
16421,2019-03-23,21801094,Final,1610612758,1610612756,2018,1610612758,112.0,0.424,0.773,0.447,25.0,51.0,1610612756,103.0,0.409,0.846,0.265,25.0,43.0,1
16422,2019-03-22,21801080,Final,1610612753,1610612763,2018,1610612753,123.0,0.473,0.778,0.359,30.0,44.0,1610612763,119.0,0.505,0.47600000000000003,0.395,28.0,52.0,1
16423,2019-03-22,21801081,Final,1610612739,1610612746,2018,1610612739,108.0,0.478,0.769,0.387,14.0,41.0,1610612746,110.0,0.512,0.87,0.231,24.0,43.0,0
16424,2019-03-22,21801082,Final,1610612752,1610612743,2018,1610612752,93.0,0.37799999999999995,0.762,0.281,20.0,45.0,1610612743,111.0,0.41700000000000004,0.8420000000000001,0.395,24.0,62.0,0
16425,2019-03-22,21801083,Final,1610612761,1610612760,2018,1610612761,109.0,0.5,0.857,0.52,20.0,46.0,1610612760,116.0,0.447,0.857,0.465,30.0,39.0,0
16426,2019-03-22,21801084,Final,1610612745,1610612759,2018,1610612745,111.0,0.419,0.7809999999999999,0.37799999999999995,12.0,48.0,1610612759,105.0,0.456,0.941,0.292,27.0,48.0,1
16427,2019-03-22,21801085,Final,1610612749,1610612748,2018,1610612749,116.0,0.506,0.65,0.5,33.0,52.0,1610612748,87.0,0.376,0.522,0.297,20.0,40.0,1
16428,2019-03-22,21801086,Final,1610612747,1610612751,2018,1610612747,106.0,0.385,0.7190000000000001,0.25,21.0,59.0,1610612751,111.0,0.402,0.75,0.381,21.0,47.0,0
16429,2019-03-21,21801074,Final,1610612766,1610612750,2018,1610612766,113.0,0.43,0.75,0.31,26.0,55.0,1610612750,106.0,0.44299999999999995,0.621,0.35700000000000004,23.0,49.0,1
16430,2019-03-21,21801075,Final,1610612764,1610612743,2018,1610612764,108.0,0.506,0.9520000000000001,0.28600000000000003,25.0,38.0,1610612743,113.0,0.529,0.636,0.467,30.0,40.0,0
16431,2019-03-21,21801076,Final,1610612737,1610612762,2018,1610612737,117.0,0.47100000000000003,0.696,0.475,26.0,43.0,1610612762,114.0,0.457,0.6920000000000001,0.313,25.0,49.0,1
16432,2019-03-21,21801077,Final,1610612756,1610612765,2018,1610612756,98.0,0.479,0.8079999999999999,0.26899999999999996,22.0,35.0,1610612765,118.0,0.42200000000000004,0.735,0.405,23.0,46.0,0
16433,2019-03-21,21801078,Final,1610612758,1610612742,2018,1610612758,116.0,0.47100000000000003,0.75,0.371,24.0,58.0,1610612742,100.0,0.391,0.696,0.3,23.0,43.0,1
16434,2019-03-21,21801079,Final,1610612744,1610612754,2018,1610612744,112.0,0.494,0.688,0.361,32.0,50.0,1610612754,89.0,0.385,0.765,0.261,17.0,47.0,1
16435,2019-03-20,21801065,Final,1610612739,1610612749,2018,1610612739,107.0,0.419,0.75,0.282,18.0,54.0,1610612749,102.0,0.396,0.81,0.406,24.0,51.0,1
16436,2019-03-20,21801066,Final,1610612753,1610612740,2018,1610612753,119.0,0.451,0.857,0.395,28.0,65.0,1610612740,96.0,0.373,0.769,0.294,24.0,49.0,1
16437,2019-03-20,21801067,Final,1610612755,1610612738,2018,1610612755,118.0,0.37799999999999995,0.907,0.33299999999999996,23.0,54.0,1610612738,115.0,0.469,0.813,0.375,22.0,46.0,1
16438,2019-03-20,21801068,Final,1610612752,1610612762,2018,1610612752,116.0,0.523,0.619,0.419,23.0,40.0,1610612762,137.0,0.565,0.84,0.47600000000000003,38.0,40.0,0
16439,2019-03-20,21801069,Final,1610612741,1610612764,2018,1610612741,126.0,0.47200000000000003,0.8240000000000001,0.522,29.0,48.0,1610612764,120.0,0.473,0.7829999999999999,0.33299999999999996,25.0,50.0,1
16440,2019-03-20,21801070,Final,1610612763,1610612745,2018,1610612763,126.0,0.461,0.795,0.35100000000000003,20.0,51.0,1610612745,125.0,0.447,1.0,0.43799999999999994,19.0,39.0,1
16441,2019-03-20,21801071,Final,1610612759,1610612748,2018,1610612759,105.0,0.4320000000000001,0.7140000000000001,0.41200000000000003,30.0,46.0,1610612748,110.0,0.465,0.778,0.457,23.0,48.0,0
16442,2019-03-20,21801072,Final,1610612760,1610612761,2018,1610612760,114.0,0.41700000000000004,0.517,0.302,22.0,48.0,1610612761,123.0,0.517,0.905,0.389,30.0,52.0,0
16443,2019-03-20,21801073,Final,1610612757,1610612742,2018,1610612757,126.0,0.495,0.8,0.444,23.0,48.0,1610612742,118.0,0.494,0.88,0.33299999999999996,20.0,35.0,1
16444,2019-03-19,21801059,Final,1610612766,1610612755,2018,1610612766,114.0,0.434,0.75,0.257,16.0,46.0,1610612755,118.0,0.5,0.75,0.344,29.0,44.0,0
16445,2019-03-19,21801060,Final,1610612737,1610612745,2018,1610612737,105.0,0.46399999999999997,0.8,0.375,30.0,45.0,1610612745,121.0,0.513,0.733,0.40399999999999997,28.0,37.0,0
16446,2019-03-19,21801061,Final,1610612749,1610612747,2018,1610612749,115.0,0.461,0.667,0.319,25.0,54.0,1610612747,101.0,0.384,0.826,0.3720000000000001,20.0,42.0,1
16447,2019-03-19,21801062,Final,1610612750,1610612744,2018,1610612750,107.0,0.40399999999999997,0.813,0.25,25.0,52.0,1610612744,117.0,0.484,0.7140000000000001,0.452,39.0,46.0,0
16448,2019-03-19,21801063,Final,1610612758,1610612751,2018,1610612758,121.0,0.516,0.7,0.36,25.0,46.0,1610612751,123.0,0.5,0.7390000000000001,0.34299999999999997,28.0,41.0,0
16449,2019-03-19,21801064,Final,1610612746,1610612754,2018,1610612746,115.0,0.483,0.7040000000000001,0.294,28.0,39.0,1610612754,109.0,0.517,0.706,0.33299999999999996,30.0,46.0,1
16450,2019-03-18,21801050,Final,1610612739,1610612765,2018,1610612739,126.0,0.5820000000000001,0.852,0.5,22.0,36.0,1610612765,119.0,0.447,0.81,0.409,24.0,47.0,1
16451,2019-03-18,21801051,Final,1610612764,1610612762,2018,1610612764,95.0,0.42,0.8640000000000001,0.29600000000000004,20.0,34.0,1610612762,116.0,0.5379999999999999,0.667,0.37799999999999995,35.0,41.0,0
16452,2019-03-18,21801052,Final,1610612738,1610612743,2018,1610612738,105.0,0.419,0.789,0.308,24.0,37.0,1610612743,114.0,0.489,0.8,0.359,29.0,51.0,0
16453,2019-03-18,21801053,Final,1610612761,1610612752,2018,1610612761,128.0,0.557,0.591,0.425,36.0,50.0,1610612752,92.0,0.32899999999999996,0.875,0.22899999999999998,16.0,36.0,1
16454,2019-03-18,21801054,Final,1610612760,1610612748,2018,1610612760,107.0,0.4370000000000001,0.778,0.27,21.0,49.0,1610612748,116.0,0.474,0.938,0.31,30.0,44.0,0
16455,2019-03-18,21801055,Final,1610612759,1610612744,2018,1610612759,111.0,0.466,0.8640000000000001,0.385,20.0,46.0,1610612744,105.0,0.466,0.833,0.33299999999999996,27.0,43.0,1
16456,2019-03-18,21801056,Final,1610612742,1610612740,2018,1610612742,125.0,0.43799999999999994,0.828,0.257,27.0,50.0,1610612740,129.0,0.47100000000000003,0.8640000000000001,0.308,34.0,55.0,0
16457,2019-03-18,21801057,Final,1610612756,1610612741,2018,1610612756,101.0,0.46399999999999997,0.615,0.26899999999999996,24.0,38.0,1610612741,116.0,0.517,0.833,0.25,21.0,49.0,0
16458,2019-03-18,21801058,Final,1610612757,1610612754,2018,1610612757,106.0,0.46799999999999997,0.905,0.406,24.0,38.0,1610612754,98.0,0.42200000000000004,0.818,0.41700000000000004,25.0,39.0,1
16459,2019-03-17,21801042,Final,1610612752,1610612747,2018,1610612752,124.0,0.579,0.828,0.462,24.0,45.0,1610612747,123.0,0.485,0.7859999999999999,0.259,26.0,35.0,1
16460,2019-03-17,21801045,Final,1610612748,1610612766,2018,1610612748,93.0,0.395,0.632,0.39399999999999996,25.0,55.0,1610612766,75.0,0.313,0.889,0.19399999999999998,11.0,44.0,1
16461,2019-03-17,21801043,Final,1610612749,1610612755,2018,1610612749,125.0,0.45299999999999996,0.821,0.32,25.0,45.0,1610612755,130.0,0.47,0.7,0.469,26.0,54.0,0
